,Atributo,label da classe predita pelo modelo em INFERÊNCIA,índice da classe predita pelo modelo em modo de INFERÊNCIA,predição do modelo em TREINAMENTO para a classe predita pelo modelo em INFERÊNCIA,label da classe predita pelo modelo em TREINAMENTO,model
150,eye_color,black,1,0.7459433674812317,black,mac_hybrid_200_2048_1e-05
151,monk_scale,scale 4,4,0.4842047393321991,scale 4,mac_hybrid_200_2048_1e-05
152,fitz_type,type iii,2,0.9742341637611389,type iii,mac_hybrid_200_2048_1e-05
153,male,1,1,0.99999774,0,mac_hybrid_200_2048_1e-05
154,age,adult,0,0.9982427358627319,adult,mac_hybrid_200_2048_1e-05
155,hair_type,wavy,3,0.34223464131355286,wavy,mac_hybrid_200_2048_1e-05
156,hair_color,black,0,0.9916477203369141,black,mac_hybrid_200_2048_1e-05
157,eye_color,black,1,0.836267352104187,black,mac_hybrid_200_2048_1e-05
158,monk_scale,scale 4,4,0.8222094178199768,scale 4,mac_hybrid_200_2048_1e-05
159,fitz_type,type iii,2,0.6888772249221802,type iii,mac_hybrid_200_2048_1e-05
160,male,1,1,0.9999989,0,mac_hybrid_200_2048_1e-05
161,age,adult,0,0.9723963141441345,adult,mac_hybrid_200_2048_1e-05
162,hair_type,wavy,3,0.4912888705730438,wavy,mac_hybrid_200_2048_1e-05
163,hair_color,black,0,0.9925813674926758,black,mac_hybrid_200_2048_1e-05
164,eye_color,black,1,0.7818055748939514,black,mac_hybrid_200_2048_1e-05
165,monk_scale,scale 4,4,0.5066245198249817,scale 4,mac_hybrid_200_2048_1e-05
166,fitz_type,type iii,2,0.8415049910545349,type iii,mac_hybrid_200_2048_1e-05
167,male,1,1,0.99999297,0,mac_hybrid_200_2048_1e-05
168,age,adult,0,0.9932316541671753,adult,mac_hybrid_200_2048_1e-05
169,hair_type,wavy,3,0.3535158634185791,wavy,mac_hybrid_200_2048_1e-05
170,hair_color,black,0,0.9973675608634949,black,mac_hybrid_200_2048_1e-05
171,eye_color,black,1,0.8238107562065125,black,mac_hybrid_200_2048_1e-05
172,monk_scale,scale 4,4,0.8492119312286377,scale 4,mac_hybrid_200_2048_1e-05
173,fitz_type,type iii,2,0.8453733921051025,type iii,mac_hybrid_200_2048_1e-05
174,male,1,1,0.9999938,0,mac_hybrid_200_2048_1e-05
175,age,adult,0,0.9591777324676514,adult,mac_hybrid_200_2048_1e-05
176,hair_type,wavy,3,0.6546728014945984,wavy,mac_hybrid_200_2048_1e-05
177,hair_color,black,0,0.9800006747245789,black,mac_hybrid_200_2048_1e-05
178,eye_color,black,1,0.6946953535079956,black,mac_hybrid_200_2048_1e-05
179,monk_scale,scale 4,4,0.378635436296463,scale 6,mac_hybrid_200_2048_1e-05
180,fitz_type,type iii,2,0.6632829904556274,type iii,mac_hybrid_200_2048_1e-05
181,male,1,1,0.99999857,0,mac_hybrid_200_2048_1e-05
182,age,adult,0,0.9995668530464172,adult,mac_hybrid_200_2048_1e-05
183,hair_type,wavy,3,0.062463849782943726,curly,mac_hybrid_200_2048_1e-05
184,hair_color,black,0,0.8555446863174438,black,mac_hybrid_200_2048_1e-05
185,eye_color,black,1,0.6521437168121338,black,mac_hybrid_200_2048_1e-05
186,monk_scale,scale 4,4,0.8656625747680664,scale 4,mac_hybrid_200_2048_1e-05
187,fitz_type,type iii,2,0.3539760708808899,type iv,mac_hybrid_200_2048_1e-05
188,male,1,1,0.9999976,0,mac_hybrid_200_2048_1e-05
189,age,adult,0,0.999646782875061,adult,mac_hybrid_200_2048_1e-05
190,hair_type,wavy,3,0.6503041386604309,wavy,mac_hybrid_200_2048_1e-05
191,hair_color,black,0,0.8609626293182373,black,mac_hybrid_200_2048_1e-05
192,eye_color,black,1,0.8241465091705322,black,mac_hybrid_200_2048_1e-05
193,monk_scale,scale 4,4,0.8880677223205566,scale 4,mac_hybrid_200_2048_1e-05
194,fitz_type,type iii,2,0.8724772334098816,type iii,mac_hybrid_200_2048_1e-05
195,male,1,1,0.99999744,0,mac_hybrid_200_2048_1e-05
196,age,adult,0,0.9997280240058899,adult,mac_hybrid_200_2048_1e-05
197,hair_type,wavy,3,0.7433151006698608,wavy,mac_hybrid_200_2048_1e-05
198,hair_color,black,0,0.9547839760780334,black,mac_hybrid_200_2048_1e-05
199,eye_color,black,1,0.968377411365509,black,mac_hybrid_200_2048_1e-05
200,monk_scale,scale 4,4,0.833774209022522,scale 4,mac_hybrid_200_2048_1e-05
201,fitz_type,type iii,2,0.9368930459022522,type iii,mac_hybrid_200_2048_1e-05
202,male,1,1,0.9999993,0,mac_hybrid_200_2048_1e-05
203,age,adult,0,0.9863147735595703,adult,mac_hybrid_200_2048_1e-05
204,hair_type,wavy,3,0.7322354912757874,wavy,mac_hybrid_200_2048_1e-05
205,hair_color,black,0,0.9645965099334717,black,mac_hybrid_200_2048_1e-05
206,eye_color,black,1,0.8231188058853149,black,mac_hybrid_200_2048_1e-05
207,monk_scale,scale 4,4,0.8445702791213989,scale 4,mac_hybrid_200_2048_1e-05
208,fitz_type,type iii,2,0.7501596808433533,type iii,mac_hybrid_200_2048_1e-05
209,male,1,1,0.9999979,0,mac_hybrid_200_2048_1e-05
210,age,adult,0,0.9951340556144714,adult,mac_hybrid_200_2048_1e-05
211,hair_type,wavy,3,0.5356573462486267,wavy,mac_hybrid_200_2048_1e-05
212,hair_color,black,0,0.989832878112793,black,mac_hybrid_200_2048_1e-05
213,eye_color,black,1,0.5936429500579834,black,mac_hybrid_200_2048_1e-05
214,monk_scale,scale 4,4,0.5116497278213501,scale 4,mac_hybrid_200_2048_1e-05
215,fitz_type,type iii,2,0.6730721592903137,type iii,mac_hybrid_200_2048_1e-05
216,male,1,1,0.9999949,0,mac_hybrid_200_2048_1e-05
217,age,adult,0,0.9965835213661194,adult,mac_hybrid_200_2048_1e-05
218,hair_type,wavy,3,0.6895648837089539,wavy,mac_hybrid_200_2048_1e-05
219,hair_color,black,0,0.9814203381538391,black,mac_hybrid_200_2048_1e-05
220,eye_color,black,1,0.19048789143562317,brown,mac_hybrid_200_2048_1e-05
221,monk_scale,scale 4,4,0.9815560579299927,scale 4,mac_hybrid_200_2048_1e-05
222,fitz_type,type iii,2,0.17298559844493866,type iv,mac_hybrid_200_2048_1e-05
223,male,1,1,0.9999996,0,mac_hybrid_200_2048_1e-05
224,age,adult,0,0.9953864216804504,adult,mac_hybrid_200_2048_1e-05
225,hair_type,wavy,3,0.8423861265182495,wavy,mac_hybrid_200_2048_1e-05
226,hair_color,black,0,0.8838759064674377,black,mac_hybrid_200_2048_1e-05
227,eye_color,black,1,0.4890706241130829,brown,mac_hybrid_200_2048_1e-05
228,monk_scale,scale 4,4,0.39665812253952026,scale 5,mac_hybrid_200_2048_1e-05
229,fitz_type,type iii,2,0.09401459246873856,type iv,mac_hybrid_200_2048_1e-05
230,male,1,1,1.0,0,mac_hybrid_200_2048_1e-05
231,age,adult,0,0.9909197092056274,adult,mac_hybrid_200_2048_1e-05
232,hair_type,wavy,3,0.6493805050849915,wavy,mac_hybrid_200_2048_1e-05
233,hair_color,black,0,0.997641921043396,black,mac_hybrid_200_2048_1e-05
234,eye_color,black,1,0.9358142614364624,black,mac_hybrid_200_2048_1e-05
235,monk_scale,scale 4,4,0.618009090423584,scale 4,mac_hybrid_200_2048_1e-05
236,fitz_type,type iii,2,0.3306558430194855,type iv,mac_hybrid_200_2048_1e-05
237,male,1,1,1.0,0,mac_hybrid_200_2048_1e-05
238,age,adult,0,0.9991499185562134,adult,mac_hybrid_200_2048_1e-05
239,hair_type,wavy,3,0.6945834159851074,wavy,mac_hybrid_200_2048_1e-05
240,hair_color,black,0,0.8997703790664673,black,mac_hybrid_200_2048_1e-05
241,eye_color,black,1,0.651329755783081,black,mac_hybrid_200_2048_1e-05
242,monk_scale,scale 4,4,0.7324714064598083,scale 4,mac_hybrid_200_2048_1e-05
243,fitz_type,type iii,2,0.84576416015625,type iii,mac_hybrid_200_2048_1e-05
244,male,1,1,0.9999998,0,mac_hybrid_200_2048_1e-05
245,age,adult,0,0.9984545707702637,adult,mac_hybrid_200_2048_1e-05
246,hair_type,wavy,3,0.6538529396057129,wavy,mac_hybrid_200_2048_1e-05
247,hair_color,black,0,0.9660565257072449,black,mac_hybrid_200_2048_1e-05
248,eye_color,black,1,0.9889971017837524,black,mac_hybrid_200_2048_1e-05
249,monk_scale,scale 4,4,0.9653010368347168,scale 4,mac_hybrid_200_2048_1e-05
250,fitz_type,type iii,2,0.5082070827484131,type iii,mac_hybrid_200_2048_1e-05
251,male,1,1,1.0,0,mac_hybrid_200_2048_1e-05
252,age,adult,0,0.9969127178192139,adult,mac_hybrid_200_2048_1e-05
253,hair_type,wavy,3,0.7670380473136902,wavy,mac_hybrid_200_2048_1e-05
254,hair_color,black,0,0.8816236853599548,black,mac_hybrid_200_2048_1e-05
255,eye_color,black,1,0.2502278685569763,brown,mac_hybrid_200_2048_1e-05
256,monk_scale,scale 4,4,0.7399547100067139,scale 4,mac_hybrid_200_2048_1e-05
257,fitz_type,type iii,2,0.7683796286582947,type iii,mac_hybrid_200_2048_1e-05
258,male,1,1,0.999995,0,mac_hybrid_200_2048_1e-05
259,age,adult,0,0.9969237446784973,adult,mac_hybrid_200_2048_1e-05
260,hair_type,wavy,3,0.680901288986206,wavy,mac_hybrid_200_2048_1e-05
261,hair_color,black,0,0.9831445217132568,black,mac_hybrid_200_2048_1e-05
262,eye_color,black,1,0.3207157850265503,brown,mac_hybrid_200_2048_1e-05
263,monk_scale,scale 4,4,0.7182631492614746,scale 4,mac_hybrid_200_2048_1e-05
264,fitz_type,type iii,2,0.40275681018829346,type iv,mac_hybrid_200_2048_1e-05
265,male,1,1,0.9999152,0,mac_hybrid_200_2048_1e-05
266,age,adult,0,0.9974660873413086,adult,mac_hybrid_200_2048_1e-05
267,hair_type,wavy,3,0.2364215850830078,curly,mac_hybrid_200_2048_1e-05
268,hair_color,black,0,0.9056524038314819,black,mac_hybrid_200_2048_1e-05
269,eye_color,black,1,0.6309043169021606,black,mac_hybrid_200_2048_1e-05
270,monk_scale,scale 4,4,0.7835105061531067,scale 4,mac_hybrid_200_2048_1e-05
271,fitz_type,type iii,2,0.7869865298271179,type iii,mac_hybrid_200_2048_1e-05
272,male,1,1,0.9999991,0,mac_hybrid_200_2048_1e-05
273,age,adult,0,0.9971352815628052,adult,mac_hybrid_200_2048_1e-05
274,hair_type,wavy,3,0.869559645652771,wavy,mac_hybrid_200_2048_1e-05
275,hair_color,black,0,0.9276796579360962,black,mac_hybrid_200_2048_1e-05
276,eye_color,black,1,0.3604271411895752,brown,mac_hybrid_200_2048_1e-05
277,monk_scale,scale 4,4,0.1297440528869629,scale 5,mac_hybrid_200_2048_1e-05
278,fitz_type,type iii,2,0.19721786677837372,type iv,mac_hybrid_200_2048_1e-05
279,male,1,1,0.99999684,0,mac_hybrid_200_2048_1e-05
280,age,adult,0,0.9767340421676636,adult,mac_hybrid_200_2048_1e-05
281,hair_type,wavy,3,0.626523494720459,wavy,mac_hybrid_200_2048_1e-05
282,hair_color,black,0,0.9877570867538452,black,mac_hybrid_200_2048_1e-05
283,eye_color,black,1,0.9391915202140808,black,mac_hybrid_200_2048_1e-05
284,monk_scale,scale 4,4,0.958246648311615,scale 4,mac_hybrid_200_2048_1e-05
285,fitz_type,type iii,2,0.5738873481750488,type iii,mac_hybrid_200_2048_1e-05
286,male,1,1,0.9999998,0,mac_hybrid_200_2048_1e-05
287,age,adult,0,0.9785082340240479,adult,mac_hybrid_200_2048_1e-05
288,hair_type,wavy,3,0.7585318088531494,wavy,mac_hybrid_200_2048_1e-05
289,hair_color,black,0,0.9867521524429321,black,mac_hybrid_200_2048_1e-05
290,eye_color,black,1,0.3289682865142822,brown,mac_hybrid_200_2048_1e-05
291,monk_scale,scale 4,4,0.7000824213027954,scale 4,mac_hybrid_200_2048_1e-05
292,fitz_type,type iii,2,0.8586833477020264,type iii,mac_hybrid_200_2048_1e-05
293,male,1,1,0.9999997,0,mac_hybrid_200_2048_1e-05
294,age,adult,0,0.99506014585495,adult,mac_hybrid_200_2048_1e-05
295,hair_type,wavy,3,0.5408656001091003,wavy,mac_hybrid_200_2048_1e-05
296,hair_color,black,0,0.9953996539115906,black,mac_hybrid_200_2048_1e-05
297,eye_color,black,1,0.9753041863441467,black,mac_hybrid_200_2048_1e-05
298,monk_scale,scale 4,4,0.9743320345878601,scale 4,mac_hybrid_200_2048_1e-05
299,fitz_type,type iii,2,0.4156883955001831,type iv,mac_hybrid_200_2048_1e-05
300,male,1,1,0.99999976,0,mac_hybrid_200_2048_1e-05
301,age,adult,0,0.9857053756713867,adult,mac_hybrid_200_2048_1e-05
302,hair_type,wavy,3,0.05653364956378937,curly,mac_hybrid_200_2048_1e-05
303,hair_color,black,0,0.9435707330703735,black,mac_hybrid_200_2048_1e-05
304,eye_color,black,1,0.7022371888160706,black,mac_hybrid_200_2048_1e-05
305,monk_scale,scale 4,4,0.8684141635894775,scale 4,mac_hybrid_200_2048_1e-05
306,fitz_type,type iii,2,0.9589923024177551,type iii,mac_hybrid_200_2048_1e-05
307,male,1,1,0.99998987,0,mac_hybrid_200_2048_1e-05
308,age,adult,0,0.9939275979995728,adult,mac_hybrid_200_2048_1e-05
309,hair_type,wavy,3,0.7863152623176575,wavy,mac_hybrid_200_2048_1e-05
310,hair_color,black,0,0.956584632396698,black,mac_hybrid_200_2048_1e-05
311,eye_color,black,1,0.9600000381469727,black,mac_hybrid_200_2048_1e-05
312,monk_scale,scale 4,4,0.7935774326324463,scale 4,mac_hybrid_200_2048_1e-05
313,fitz_type,type iii,2,0.9220527410507202,type iii,mac_hybrid_200_2048_1e-05
314,male,1,1,0.9999993,0,mac_hybrid_200_2048_1e-05
315,age,adult,0,0.9940177202224731,adult,mac_hybrid_200_2048_1e-05
316,hair_type,wavy,3,0.8886938691139221,wavy,mac_hybrid_200_2048_1e-05
317,hair_color,black,0,0.6277501583099365,black,mac_hybrid_200_2048_1e-05
318,eye_color,black,1,0.7292413711547852,black,mac_hybrid_200_2048_1e-05
319,monk_scale,scale 4,4,0.3437787890434265,scale 5,mac_hybrid_200_2048_1e-05
320,fitz_type,type iii,2,0.710027813911438,type iii,mac_hybrid_200_2048_1e-05
321,male,1,1,0.99999845,0,mac_hybrid_200_2048_1e-05
322,age,adult,0,0.9881161451339722,adult,mac_hybrid_200_2048_1e-05
323,hair_type,wavy,3,0.6494323015213013,wavy,mac_hybrid_200_2048_1e-05
324,hair_color,black,0,0.9840556383132935,black,mac_hybrid_200_2048_1e-05
325,eye_color,black,1,0.7271358370780945,black,mac_hybrid_200_2048_1e-05
326,monk_scale,scale 4,4,0.8970507979393005,scale 4,mac_hybrid_200_2048_1e-05
327,fitz_type,type iii,2,0.571917712688446,type iii,mac_hybrid_200_2048_1e-05
328,male,1,1,0.9999995,0,mac_hybrid_200_2048_1e-05
329,age,adult,0,0.9980704188346863,adult,mac_hybrid_200_2048_1e-05
330,hair_type,wavy,3,0.6127973794937134,wavy,mac_hybrid_200_2048_1e-05
331,hair_color,black,0,0.9961186647415161,black,mac_hybrid_200_2048_1e-05
332,eye_color,black,1,0.9140812754631042,black,mac_hybrid_200_2048_1e-05
333,monk_scale,scale 4,4,0.12569856643676758,scale 5,mac_hybrid_200_2048_1e-05
